BIN,Complaint,Feedback,ChargebackFlag,Complaint_Encoded
642369,No Issue,"Great experience, very satisfied!",0,4
355695,Service Quality,The service was too slow and unprofessional!,0,5
549423,Customer Support Issue,Support team was responsive and helpful.,0,1
472468,No Issue,"No issues, smooth transactions every time.",0,4
127582,Late Refund,Still waiting for my refund after 2 weeks!,0,3
334098,Customer Support Issue,Support team was responsive and helpful.,0,1
708318,Service Quality,I'm disappointed with the overall experience!,0,5
399480,Service Quality,I'm disappointed with the overall experience!,0,5
655926,Service Quality,The service was too slow and unprofessional!,0,5
623093,Late Refund,Finally got my refund after multiple calls.,0,3
381481,Billing Issue,"Billing discrepancy, support is not helping!",0,0
590686,No Issue,"Great experience, very satisfied!",0,4
384943,No Issue,"No issues, smooth transactions every time.",0,4
670587,No Issue,"No issues, smooth transactions every time.",0,4
681030,Billing Issue,"Billing discrepancy, support is not helping!",0,0
530273,Customer Support Issue,Support team was responsive and helpful.,0,1
402541,Service Quality,I'm disappointed with the overall experience!,0,5
552847,Service Quality,"Very satisfied with the service, will recommend!",0,5
500647,Late Refund,"Refund process is very slow, not happy!",0,3
438236,No Issue,"No issues, smooth transactions every time.",0,4
405143,Late Refund,"Refund process is very slow, not happy!",0,3
402322,Late Refund,Still waiting for my refund after 2 weeks!,0,3
525439,No Issue,"Happy with the service, would recommend.",0,4
577192,Billing Issue,"Billing discrepancy, support is not helping!",0,0
649661,Late Refund,"Refund process is very slow, not happy!",0,3
505023,Service Quality,"Very satisfied with the service, will recommend!",0,5
955834,Late Refund,"Refund process is very slow, not happy!",0,3
505297,Billing Issue,"Billing discrepancy, support is not helping!",0,0
486273,Service Quality,I'm disappointed with the overall experience!,0,5
549126,No Issue,"No issues, smooth transactions every time.",0,4
517127,Service Quality,I'm disappointed with the overall experience!,0,5
625225,Late Refund,Still waiting for my refund after 2 weeks!,0,3
654348,Customer Support Issue,Support team was responsive and helpful.,0,1
582101,Service Quality,Service was excellent and very professional.,0,5
536851,Service Quality,"Very satisfied with the service, will recommend!",0,5
374206,Service Quality,Quality of service was not up to the mark!,0,5
390260,Service Quality,"Very satisfied with the service, will recommend!",0,5
544969,Service Quality,Service was excellent and very professional.,0,5
407730,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
476550,Service Quality,The service was too slow and unprofessional!,0,5
478862,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
511532,Service Quality,"Very satisfied with the service, will recommend!",0,5
465695,Service Quality,The service was too slow and unprofessional!,0,5
598340,Service Quality,The service was too slow and unprofessional!,0,5
396500,No Issue,"Everything went smoothly, highly recommended.",0,4
432685,No Issue,Customer support was helpful in resolving my concern.,0,4
524996,Billing Issue,"Billing discrepancy, support is not helping!",0,0
485672,Customer Support Issue,Customer service was rude and unhelpful!,0,1
376062,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
397502,Customer Support Issue,Customer service was rude and unhelpful!,0,1
474846,Late Refund,Still waiting for my refund after 2 weeks!,0,3
382108,Billing Issue,"Billing discrepancy, support is not helping!",0,0
406217,Service Quality,I'm disappointed with the overall experience!,0,5
560675,Customer Support Issue,Support team was responsive and helpful.,0,1
513618,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
814275,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
540353,No Issue,"Everything went smoothly, highly recommended.",0,4
349550,Late Refund,Still waiting for my refund after 2 weeks!,0,3
510676,Service Quality,I'm disappointed with the overall experience!,0,5
551510,Service Quality,The service was too slow and unprofessional!,0,5
411278,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
651747,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
403494,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
815325,Service Quality,The service was too slow and unprofessional!,0,5
817863,Late Refund,Finally got my refund after multiple calls.,0,3
402407,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
646378,Customer Support Issue,Support team was responsive and helpful.,0,1
588534,No Issue,Customer support was helpful in resolving my concern.,0,4
546385,Late Refund,Finally got my refund after multiple calls.,0,3
597171,Customer Support Issue,Customer service was rude and unhelpful!,0,1
437377,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
680086,No Issue,"Great experience, very satisfied!",0,4
460931,No Issue,"Great experience, very satisfied!",0,4
888524,No Issue,"Great experience, very satisfied!",0,4
550661,No Issue,"No issues, smooth transactions every time.",0,4
500254,Late Refund,Still waiting for my refund after 2 weeks!,0,3
559265,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
779978,No Issue,"Happy with the service, would recommend.",0,4
654025,Late Refund,Still waiting for my refund after 2 weeks!,0,3
368846,Late Refund,Still waiting for my refund after 2 weeks!,0,3
648196,Customer Support Issue,Support team was responsive and helpful.,0,1
103536,No Issue,"Everything went smoothly, highly recommended.",0,4
424151,Customer Support Issue,Customer service was rude and unhelpful!,0,1
463863,Service Quality,"Very satisfied with the service, will recommend!",0,5
465658,Late Refund,Finally got my refund after multiple calls.,0,3
301759,No Issue,"Great experience, very satisfied!",0,4
541262,Service Quality,"Very satisfied with the service, will recommend!",0,5
446496,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
648458,Late Refund,Finally got my refund after multiple calls.,0,3
378539,No Issue,"Everything went smoothly, highly recommended.",0,4
545096,No Issue,"Everything went smoothly, highly recommended.",0,4
425758,Late Refund,"Refund process is very slow, not happy!",0,3
626320,Billing Issue,"Incorrect amount charged, need a refund!",0,0
368798,Late Refund,"Refund process is very slow, not happy!",0,3
353574,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
362139,Billing Issue,"Incorrect amount charged, need a refund!",0,0
431153,Late Refund,Still waiting for my refund after 2 weeks!,0,3
467606,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
812671,No Issue,"Great experience, very satisfied!",0,4
470901,Billing Issue,"Billing discrepancy, support is not helping!",0,0
117595,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
362376,Late Refund,Finally got my refund after multiple calls.,0,3
371926,Late Refund,Still waiting for my refund after 2 weeks!,0,3
563131,Late Refund,Finally got my refund after multiple calls.,0,3
300321,Late Refund,Finally got my refund after multiple calls.,0,3
495532,No Issue,Customer support was helpful in resolving my concern.,0,4
365086,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
608676,Service Quality,"Very satisfied with the service, will recommend!",0,5
418320,Late Refund,Still waiting for my refund after 2 weeks!,0,3
388381,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
467071,No Issue,"No issues, smooth transactions every time.",0,4
647608,Billing Issue,"Billing discrepancy, support is not helping!",0,0
444465,Late Refund,Finally got my refund after multiple calls.,0,3
487420,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
369494,Late Refund,Still waiting for my refund after 2 weeks!,0,3
399954,Service Quality,Service was excellent and very professional.,0,5
811058,Late Refund,"Refund process is very slow, not happy!",0,3
652159,Billing Issue,"Billing discrepancy, support is not helping!",0,0
531154,Service Quality,"Very satisfied with the service, will recommend!",0,5
775315,Customer Support Issue,Support team was responsive and helpful.,0,1
407934,Service Quality,"Very satisfied with the service, will recommend!",0,5
477052,Customer Support Issue,Customer service was rude and unhelpful!,0,1
538467,No Issue,"Great experience, very satisfied!",0,4
813349,Late Refund,"Refund process is very slow, not happy!",0,3
437467,No Issue,Customer support was helpful in resolving my concern.,0,4
530052,Customer Support Issue,Support team was responsive and helpful.,0,1
645991,Late Refund,Still waiting for my refund after 2 weeks!,0,3
508582,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
510380,No Issue,"No issues, smooth transactions every time.",0,4
408984,Service Quality,"Very satisfied with the service, will recommend!",0,5
597430,Service Quality,"Very satisfied with the service, will recommend!",0,5
580105,No Issue,Customer support was helpful in resolving my concern.,0,4
369241,No Issue,"No issues, smooth transactions every time.",0,4
673822,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
650288,Customer Support Issue,Support team was responsive and helpful.,0,1
382017,No Issue,"Happy with the service, would recommend.",0,4
621793,Service Quality,Service was excellent and very professional.,0,5
399475,Customer Support Issue,Support team was responsive and helpful.,0,1
403922,Billing Issue,"Incorrect amount charged, need a refund!",0,0
301445,Billing Issue,"Billing discrepancy, support is not helping!",0,0
343847,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
587467,Late Refund,Finally got my refund after multiple calls.,0,3
486831,Late Refund,Still waiting for my refund after 2 weeks!,0,3
672511,No Issue,"Everything went smoothly, highly recommended.",0,4
422785,Service Quality,I'm disappointed with the overall experience!,0,5
518384,No Issue,"Everything went smoothly, highly recommended.",0,4
641079,Billing Issue,"Incorrect amount charged, need a refund!",0,0
532906,No Issue,"Happy with the service, would recommend.",0,4
380401,Service Quality,I'm disappointed with the overall experience!,0,5
385283,Service Quality,"Very satisfied with the service, will recommend!",0,5
487635,Late Refund,"Refund process is very slow, not happy!",0,3
425307,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
776892,Service Quality,Quality of service was not up to the mark!,0,5
426487,Customer Support Issue,Customer service was rude and unhelpful!,0,1
468064,Late Refund,Still waiting for my refund after 2 weeks!,0,3
393614,Late Refund,"Refund process is very slow, not happy!",0,3
372193,Billing Issue,"Billing discrepancy, support is not helping!",0,0
434268,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
123228,Late Refund,Finally got my refund after multiple calls.,0,3
550716,Late Refund,Still waiting for my refund after 2 weeks!,0,3
553938,Service Quality,"Very satisfied with the service, will recommend!",0,5
529055,Billing Issue,"Billing discrepancy, support is not helping!",0,0
453011,Customer Support Issue,Support team was responsive and helpful.,0,1
414834,Customer Support Issue,Customer service was rude and unhelpful!,0,1
815476,Late Refund,"Refund process is very slow, not happy!",0,3
475118,Billing Issue,"Incorrect amount charged, need a refund!",0,0
588947,Billing Issue,"Incorrect amount charged, need a refund!",0,0
680380,Service Quality,I'm disappointed with the overall experience!,0,5
355095,Billing Issue,"Incorrect amount charged, need a refund!",0,0
505104,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
309438,Customer Support Issue,Customer service was rude and unhelpful!,0,1
587253,Service Quality,Quality of service was not up to the mark!,0,5
342807,Billing Issue,"Billing discrepancy, support is not helping!",0,0
775006,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
465523,Late Refund,Finally got my refund after multiple calls.,0,3
129085,No Issue,"Happy with the service, would recommend.",0,4
478921,Late Refund,Finally got my refund after multiple calls.,0,3
487961,No Issue,"Everything went smoothly, highly recommended.",0,4
645423,Customer Support Issue,Support team was responsive and helpful.,0,1
649026,No Issue,"No issues, smooth transactions every time.",0,4
641997,No Issue,"Everything went smoothly, highly recommended.",0,4
495709,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
396551,Customer Support Issue,Customer service was rude and unhelpful!,0,1
511366,Billing Issue,"Incorrect amount charged, need a refund!",0,0
454207,No Issue,"Great experience, very satisfied!",0,4
301183,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
308890,No Issue,"Everything went smoothly, highly recommended.",0,4
812443,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
652449,Late Refund,Finally got my refund after multiple calls.,0,3
394182,Customer Support Issue,Support team was responsive and helpful.,0,1
810699,Late Refund,Still waiting for my refund after 2 weeks!,0,3
402282,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
814098,Customer Support Issue,Support team was responsive and helpful.,0,1
401361,Late Refund,"Refund process is very slow, not happy!",0,3
423774,Billing Issue,"Billing discrepancy, support is not helping!",0,0
480308,Late Refund,Finally got my refund after multiple calls.,0,3
378986,Late Refund,"Refund process is very slow, not happy!",0,3
380269,Service Quality,The service was too slow and unprofessional!,0,5
531861,Service Quality,Service was excellent and very professional.,0,5
654453,Billing Issue,"Incorrect amount charged, need a refund!",0,0
353755,Customer Support Issue,Support team was responsive and helpful.,0,1
489984,Customer Support Issue,Customer service was rude and unhelpful!,0,1
523270,No Issue,"Great experience, very satisfied!",0,4
409712,No Issue,"Everything went smoothly, highly recommended.",0,4
400343,Late Refund,"Refund process is very slow, not happy!",0,3
432942,Late Refund,"Refund process is very slow, not happy!",0,3
531927,Service Quality,I'm disappointed with the overall experience!,0,5
528968,Customer Support Issue,Customer service was rude and unhelpful!,0,1
624874,Customer Support Issue,Support team was responsive and helpful.,0,1
525784,Service Quality,"Very satisfied with the service, will recommend!",0,5
628628,Late Refund,Finally got my refund after multiple calls.,0,3
657151,No Issue,"Happy with the service, would recommend.",0,4
349706,Customer Support Issue,Customer service was rude and unhelpful!,0,1
776884,Billing Issue,"Incorrect amount charged, need a refund!",0,0
220045,Customer Support Issue,Support team was responsive and helpful.,0,1
428259,Service Quality,Service was excellent and very professional.,0,5
524508,Service Quality,I'm disappointed with the overall experience!,0,5
389188,Billing Issue,"Incorrect amount charged, need a refund!",0,0
419591,Late Refund,"Refund process is very slow, not happy!",0,3
309219,Customer Support Issue,Customer service was rude and unhelpful!,0,1
392855,Billing Issue,"Incorrect amount charged, need a refund!",0,0
506076,No Issue,"Happy with the service, would recommend.",0,4
385299,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
341401,No Issue,"Happy with the service, would recommend.",0,4
457718,No Issue,Customer support was helpful in resolving my concern.,0,4
509587,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
494790,Late Refund,Still waiting for my refund after 2 weeks!,0,3
532903,Customer Support Issue,Support team was responsive and helpful.,0,1
370054,Service Quality,"Very satisfied with the service, will recommend!",0,5
442760,Service Quality,The service was too slow and unprofessional!,0,5
508405,No Issue,Customer support was helpful in resolving my concern.,0,4
302847,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
738045,Service Quality,The service was too slow and unprofessional!,0,5
648945,Service Quality,The service was too slow and unprofessional!,0,5
553137,Service Quality,Quality of service was not up to the mark!,0,5
476774,Late Refund,Finally got my refund after multiple calls.,0,3
508459,Customer Support Issue,Support team was responsive and helpful.,0,1
367767,Late Refund,Still waiting for my refund after 2 weeks!,0,3
505344,Late Refund,Still waiting for my refund after 2 weeks!,0,3
370852,Service Quality,I'm disappointed with the overall experience!,0,5
497426,Customer Support Issue,Customer service was rude and unhelpful!,0,1
376953,Late Refund,Finally got my refund after multiple calls.,0,3
192079,Customer Support Issue,Customer service was rude and unhelpful!,0,1
304783,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
390105,No Issue,"Great experience, very satisfied!",0,4
478646,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
340660,No Issue,"No issues, smooth transactions every time.",0,4
548721,Service Quality,Quality of service was not up to the mark!,0,5
538915,Customer Support Issue,Customer service was rude and unhelpful!,0,1
505760,No Issue,"Happy with the service, would recommend.",0,4
388694,Billing Issue,"Billing discrepancy, support is not helping!",0,0
430628,Late Refund,"Refund process is very slow, not happy!",0,3
376812,No Issue,"Happy with the service, would recommend.",0,4
503679,Late Refund,Finally got my refund after multiple calls.,0,3
364299,Late Refund,Finally got my refund after multiple calls.,0,3
397934,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
481597,Billing Issue,"Billing discrepancy, support is not helping!",0,0
448406,Customer Support Issue,Support team was responsive and helpful.,0,1
512225,Service Quality,Quality of service was not up to the mark!,0,5
466454,Customer Support Issue,Support team was responsive and helpful.,0,1
814125,Service Quality,Service was excellent and very professional.,0,5
602846,Service Quality,The service was too slow and unprofessional!,0,5
813720,Late Refund,Finally got my refund after multiple calls.,0,3
396793,Late Refund,Still waiting for my refund after 2 weeks!,0,3
354285,No Issue,Customer support was helpful in resolving my concern.,0,4
534947,Billing Issue,"Billing discrepancy, support is not helping!",0,0
474027,Late Refund,"Refund process is very slow, not happy!",0,3
436920,Service Quality,I'm disappointed with the overall experience!,0,5
626615,No Issue,"Happy with the service, would recommend.",0,4
606206,Late Refund,"Refund process is very slow, not happy!",0,3
587059,Late Refund,Still waiting for my refund after 2 weeks!,0,3
311091,Late Refund,Finally got my refund after multiple calls.,0,3
658885,Service Quality,The service was too slow and unprofessional!,0,5
465142,No Issue,"No issues, smooth transactions every time.",0,4
426664,Customer Support Issue,Customer service was rude and unhelpful!,0,1
344431,No Issue,"Great experience, very satisfied!",0,4
598471,No Issue,"Great experience, very satisfied!",0,4
649434,No Issue,"Happy with the service, would recommend.",0,4
346116,Billing Issue,"Billing discrepancy, support is not helping!",0,0
581944,Billing Issue,"Incorrect amount charged, need a refund!",0,0
386662,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
452157,Late Refund,Finally got my refund after multiple calls.,0,3
311784,Billing Issue,"Incorrect amount charged, need a refund!",0,0
413201,Service Quality,Service was excellent and very professional.,0,5
418438,No Issue,"Great experience, very satisfied!",0,4
412890,Service Quality,Service was excellent and very professional.,0,5
421263,Service Quality,I'm disappointed with the overall experience!,0,5
523247,No Issue,"Everything went smoothly, highly recommended.",0,4
491430,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
374008,Service Quality,The service was too slow and unprofessional!,0,5
349688,Late Refund,Still waiting for my refund after 2 weeks!,0,3
349677,Billing Issue,"Billing discrepancy, support is not helping!",0,0
392548,Late Refund,Finally got my refund after multiple calls.,0,3
389771,Late Refund,Finally got my refund after multiple calls.,0,3
469519,Late Refund,Finally got my refund after multiple calls.,0,3
416719,Service Quality,Service was excellent and very professional.,0,5
448262,Customer Support Issue,Customer service was rude and unhelpful!,0,1
476316,Customer Support Issue,Support team was responsive and helpful.,0,1
515134,No Issue,"Happy with the service, would recommend.",0,4
385396,Service Quality,I'm disappointed with the overall experience!,0,5
654425,Billing Issue,"Incorrect amount charged, need a refund!",0,0
515550,Late Refund,"Refund process is very slow, not happy!",0,3
505795,Billing Issue,"Billing discrepancy, support is not helping!",0,0
456287,No Issue,"Everything went smoothly, highly recommended.",0,4
372264,Billing Issue,"Incorrect amount charged, need a refund!",0,0
495524,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
393545,Billing Issue,"Billing discrepancy, support is not helping!",0,0
103772,Service Quality,Quality of service was not up to the mark!,0,5
371868,Customer Support Issue,Customer service was rude and unhelpful!,0,1
546551,Late Refund,"Refund process is very slow, not happy!",0,3
344316,No Issue,Customer support was helpful in resolving my concern.,0,4
471736,Late Refund,"Refund process is very slow, not happy!",0,3
385867,Billing Issue,"Incorrect amount charged, need a refund!",0,0
465069,Late Refund,Finally got my refund after multiple calls.,0,3
504804,Service Quality,The service was too slow and unprofessional!,0,5
651607,Late Refund,Finally got my refund after multiple calls.,0,3
400746,Service Quality,Quality of service was not up to the mark!,0,5
819685,Customer Support Issue,Customer service was rude and unhelpful!,0,1
543879,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
672793,Late Refund,Still waiting for my refund after 2 weeks!,0,3
530187,Customer Support Issue,Support team was responsive and helpful.,0,1
501131,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
476998,Service Quality,I'm disappointed with the overall experience!,0,5
300551,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
395952,No Issue,Customer support was helpful in resolving my concern.,0,4
625955,Late Refund,"Refund process is very slow, not happy!",0,3
448058,Billing Issue,"Billing discrepancy, support is not helping!",0,0
424299,Late Refund,"Refund process is very slow, not happy!",0,3
622820,Late Refund,Still waiting for my refund after 2 weeks!,0,3
595741,Service Quality,"Very satisfied with the service, will recommend!",0,5
341758,No Issue,Customer support was helpful in resolving my concern.,0,4
309612,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
346205,Late Refund,"Refund process is very slow, not happy!",0,3
419238,No Issue,"Happy with the service, would recommend.",0,4
379903,Service Quality,Quality of service was not up to the mark!,0,5
659993,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
587413,Late Refund,"Refund process is very slow, not happy!",0,3
471532,Customer Support Issue,Customer service was rude and unhelpful!,0,1
352088,Customer Support Issue,Customer service was rude and unhelpful!,0,1
526926,Billing Issue,"Billing discrepancy, support is not helping!",0,0
507392,Customer Support Issue,Support team was responsive and helpful.,0,1
309299,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
437689,Billing Issue,"Incorrect amount charged, need a refund!",0,0
395897,No Issue,"Great experience, very satisfied!",0,4
519517,Late Refund,Still waiting for my refund after 2 weeks!,0,3
497793,Customer Support Issue,Support team was responsive and helpful.,0,1
381355,Billing Issue,"Incorrect amount charged, need a refund!",0,0
377393,No Issue,"Everything went smoothly, highly recommended.",0,4
652857,Billing Issue,"Incorrect amount charged, need a refund!",0,0
557255,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
425384,Service Quality,"Very satisfied with the service, will recommend!",0,5
454484,Service Quality,"Very satisfied with the service, will recommend!",0,5
366068,Customer Support Issue,Support team was responsive and helpful.,0,1
334109,Billing Issue,"Incorrect amount charged, need a refund!",0,0
581364,Service Quality,Quality of service was not up to the mark!,0,5
112789,No Issue,"Everything went smoothly, highly recommended.",0,4
340383,Late Refund,Still waiting for my refund after 2 weeks!,0,3
437050,Billing Issue,"Billing discrepancy, support is not helping!",0,0
397974,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
507064,Billing Issue,"Billing discrepancy, support is not helping!",0,0
408912,No Issue,Customer support was helpful in resolving my concern.,0,4
395350,Late Refund,Still waiting for my refund after 2 weeks!,0,3
493403,No Issue,"No issues, smooth transactions every time.",0,4
374185,No Issue,"Everything went smoothly, highly recommended.",0,4
309867,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
398177,Late Refund,"Refund process is very slow, not happy!",0,3
510769,Late Refund,"Refund process is very slow, not happy!",0,3
888616,Customer Support Issue,Support team was responsive and helpful.,0,1
424485,Service Quality,I'm disappointed with the overall experience!,0,5
888456,Late Refund,"Refund process is very slow, not happy!",0,3
659000,Late Refund,Finally got my refund after multiple calls.,0,3
570042,Late Refund,Still waiting for my refund after 2 weeks!,0,3
385623,Service Quality,The service was too slow and unprofessional!,0,5
810140,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
386921,Service Quality,Quality of service was not up to the mark!,0,5
430743,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
429888,No Issue,"Happy with the service, would recommend.",0,4
606117,Billing Issue,"Incorrect amount charged, need a refund!",0,0
520100,No Issue,"Happy with the service, would recommend.",0,4
103598,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
444794,Service Quality,Service was excellent and very professional.,0,5
489531,Late Refund,Still waiting for my refund after 2 weeks!,0,3
632577,Customer Support Issue,Customer service was rude and unhelpful!,0,1
471707,Customer Support Issue,Support team was responsive and helpful.,0,1
621400,Late Refund,Still waiting for my refund after 2 weeks!,0,3
456797,Service Quality,I'm disappointed with the overall experience!,0,5
810738,No Issue,"Great experience, very satisfied!",0,4
478323,Late Refund,Finally got my refund after multiple calls.,0,3
426651,Late Refund,"Refund process is very slow, not happy!",0,3
535590,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
597019,Service Quality,Service was excellent and very professional.,0,5
354426,Service Quality,"Very satisfied with the service, will recommend!",0,5
914105,Late Refund,Still waiting for my refund after 2 weeks!,0,3
425337,Billing Issue,"Billing discrepancy, support is not helping!",0,0
433526,Customer Support Issue,Support team was responsive and helpful.,0,1
365067,Service Quality,I'm disappointed with the overall experience!,0,5
888376,Service Quality,The service was too slow and unprofessional!,0,5
441431,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
671853,Service Quality,"Very satisfied with the service, will recommend!",0,5
573340,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
358496,Billing Issue,"Incorrect amount charged, need a refund!",0,0
606457,Service Quality,Service was excellent and very professional.,0,5
378833,Late Refund,Finally got my refund after multiple calls.,0,3
498935,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
349622,Service Quality,I'm disappointed with the overall experience!,0,5
346455,Service Quality,"Very satisfied with the service, will recommend!",0,5
506768,No Issue,"Great experience, very satisfied!",0,4
762394,Late Refund,Still waiting for my refund after 2 weeks!,0,3
466810,No Issue,Customer support was helpful in resolving my concern.,0,4
567772,Customer Support Issue,Support team was responsive and helpful.,0,1
343174,Late Refund,"Refund process is very slow, not happy!",0,3
648270,Customer Support Issue,Customer service was rude and unhelpful!,0,1
496929,Service Quality,Quality of service was not up to the mark!,0,5
544321,Billing Issue,"Billing discrepancy, support is not helping!",0,0
384383,No Issue,"Happy with the service, would recommend.",0,4
395349,Late Refund,Finally got my refund after multiple calls.,0,3
447980,No Issue,"Everything went smoothly, highly recommended.",0,4
479283,Billing Issue,"Incorrect amount charged, need a refund!",0,0
649287,No Issue,Customer support was helpful in resolving my concern.,0,4
640128,Customer Support Issue,Support team was responsive and helpful.,0,1
342731,Customer Support Issue,Customer service was rude and unhelpful!,0,1
356940,Billing Issue,"Billing discrepancy, support is not helping!",0,0
503987,Billing Issue,"Incorrect amount charged, need a refund!",0,0
430291,Late Refund,"Refund process is very slow, not happy!",0,3
431271,Billing Issue,"Incorrect amount charged, need a refund!",0,0
438498,Late Refund,Still waiting for my refund after 2 weeks!,0,3
506070,Customer Support Issue,Support team was responsive and helpful.,0,1
378586,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
300126,No Issue,"Everything went smoothly, highly recommended.",0,4
654885,No Issue,"Great experience, very satisfied!",0,4
645583,Service Quality,Service was excellent and very professional.,0,5
813867,No Issue,Customer support was helpful in resolving my concern.,0,4
888472,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
108162,Service Quality,"Very satisfied with the service, will recommend!",0,5
388410,No Issue,"Great experience, very satisfied!",0,4
344089,No Issue,"No issues, smooth transactions every time.",0,4
813508,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
451530,Billing Issue,"Incorrect amount charged, need a refund!",0,0
647723,Customer Support Issue,Support team was responsive and helpful.,0,1
361409,Billing Issue,"Incorrect amount charged, need a refund!",0,0
659714,Billing Issue,"Incorrect amount charged, need a refund!",0,0
642165,Service Quality,I'm disappointed with the overall experience!,0,5
369294,Customer Support Issue,Support team was responsive and helpful.,0,1
653930,No Issue,Customer support was helpful in resolving my concern.,0,4
477411,Late Refund,"Refund process is very slow, not happy!",0,3
357384,Service Quality,"Very satisfied with the service, will recommend!",0,5
532663,Service Quality,I'm disappointed with the overall experience!,0,5
816596,No Issue,"Happy with the service, would recommend.",0,4
334954,Service Quality,I'm disappointed with the overall experience!,0,5
100653,Customer Support Issue,Support team was responsive and helpful.,0,1
369468,Service Quality,"Very satisfied with the service, will recommend!",0,5
391647,Billing Issue,"Incorrect amount charged, need a refund!",0,0
431853,Late Refund,"Refund process is very slow, not happy!",0,3
559104,Customer Support Issue,Customer service was rude and unhelpful!,0,1
372314,Service Quality,"Very satisfied with the service, will recommend!",0,5
429895,Service Quality,Service was excellent and very professional.,0,5
627392,Late Refund,"Refund process is very slow, not happy!",0,3
659338,No Issue,"Happy with the service, would recommend.",0,4
482120,Late Refund,"Refund process is very slow, not happy!",0,3
503059,Late Refund,"Refund process is very slow, not happy!",0,3
346727,Customer Support Issue,Support team was responsive and helpful.,0,1
557435,No Issue,"Everything went smoothly, highly recommended.",0,4
600461,Late Refund,Still waiting for my refund after 2 weeks!,0,3
474589,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
672188,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
623050,No Issue,"Great experience, very satisfied!",0,4
511666,No Issue,"Great experience, very satisfied!",0,4
353111,Billing Issue,Had to call multiple times for a simple billing issue!,0,0
366086,Late Refund,Finally got my refund after multiple calls.,0,3
396049,Service Quality,Quality of service was not up to the mark!,0,5
545381,Billing Issue,"Incorrect amount charged, need a refund!",0,0
622148,Late Refund,Still waiting for my refund after 2 weeks!,0,3
222693,Customer Support Issue,Customer service was rude and unhelpful!,0,1
812929,Billing Issue,"Incorrect amount charged, need a refund!",0,0
589666,Late Refund,Finally got my refund after multiple calls.,0,3
344245,No Issue,"Happy with the service, would recommend.",0,4
579004,Billing Issue,"Incorrect amount charged, need a refund!",0,0
583443,Service Quality,Service was excellent and very professional.,0,5
557101,Customer Support Issue,"Long wait time for support, very frustrating!",0,1
